(31, 40)
(40, 31)
(31, 31)
(31, 31)
(32, 32)
(32, 32)
(32, 53)
(53, 32)
(33, 33)
(33, 33)
(33, 59)
(59, 33)
(33, 91)
(91, 33)
(33, 94)
(94, 33)
(34, 34)
(34, 34)
(35, 35)
(35, 35)
(35, 45)
(45, 35)
(35, 63)
(63, 35)
(36, 92)
(92, 36)
(36, 84)
(84, 36)
(36, 36)
(36, 36)
(36, 47)
(47, 36)
(37, 37)
(37, 37)
(38, 38)
(38, 38)
(39, 87)
(87, 39)
(39, 39)
(39, 39)
(40, 40)
(40, 40)
(40, 71)
(71, 40)
(41, 41)
(41, 41)
(42, 73)
(73, 42)
(42, 42)
(42, 42)
(43, 80)
(80, 43)
(43, 74)
(74, 43)
(43, 43)
(43, 43)
(43, 47)
(47, 43)
(44, 68)
(68, 44)
(44, 44)
(44, 44)
(45, 45)
(45, 45)
(46, 46)
(46, 46)
(47, 74)
(74, 47)
(47, 47)
(47, 47)
(47, 53)
(53, 47)
(47, 92)
(92, 47)
(48, 48)
(48, 48)
(48, 49)
(49, 48)
(49, 49)
(49, 49)
(50, 50)
(50, 50)
(51, 66)
(66, 51)
(51, 51)
(51, 51)
(52, 89)
(89, 52)
(52, 52)
(52, 52)
(52, 79)
(79, 52)
(53, 74)
(74, 53)
(53, 53)
(53, 53)
(54, 54)
(54, 54)
(54, 87)
(87, 54)
(55, 90)
(90, 55)
(55, 93)
(93, 55)
(55, 55)
(55, 55)
(56, 56)
(56, 56)
(56, 76)
(76, 56)
(57, 64)
(64, 57)
(57, 57)
(57, 57)
(58, 81)
(81, 58)
(58, 58)
(58, 58)
(59, 91)
(91, 59)
(59, 94)
(94, 59)
(59, 59)
(59, 59)
(60, 60)
(60, 60)
(60, 69)
(69, 60)
(60, 81)
(81, 60)
(61, 61)
(61, 61)
(61, 89)
(89, 61)
(62, 79)
(79, 62)
(62, 89)
(89, 62)
(62, 62)
(62, 62)
(63, 84)
(84, 63)
(63, 63)
(63, 63)
(64, 64)
(64, 64)
(64, 67)
(67, 64)
(65, 65)
(65, 65)
(66, 66)
(66, 66)
(67, 67)
(67, 67)
(68, 68)
(68, 68)
(68, 94)
(94, 68)
(68, 72)
(72, 68)
(69, 69)
(69, 69)
(69, 88)
(88, 69)
(70, 86)
(86, 70)
(70, 70)
(70, 70)
(70, 79)
(79, 70)
(71, 71)
(71, 71)
(72, 72)
(72, 72)
(73, 73)
(73, 73)
(73, 81)
(81, 73)
(74, 74)
(74, 74)
(74, 82)
(82, 74)
(75, 90)
(90, 75)
(75, 75)
(75, 75)
(75, 85)
(85, 75)
(76, 76)
(76, 76)
(77, 82)
(82, 77)
(77, 77)
(77, 77)
(78, 92)
(92, 78)
(78, 78)
(78, 78)
(79, 79)
(79, 79)
(79, 86)
(86, 79)
(79, 89)
(89, 79)
(80, 80)
(80, 80)
(81, 81)
(81, 81)
(82, 82)
(82, 82)
(83, 83)
(83, 83)
(84, 84)
(84, 84)
(85, 85)
(85, 85)
(86, 86)
(86, 86)
(87, 87)
(87, 87)
(88, 88)
(88, 88)
(88, 93)
(93, 88)
(89, 89)
(89, 89)
(90, 90)
(90, 90)
(91, 91)
(91, 91)
(92, 92)
(92, 92)
(93, 93)
(93, 93)
(94, 94)
(94, 94)
